ID de Usuario,ID de Filme,MovieID,T+AO0-tulo,Ano,G+AOo-nero 1,G+AOo-nero 2,Classifica+AOcA4w-o,Dura+AOcA4w-o,Diretor,Diretor Ganhou Oscar?,Pa+AO0-s de Origem,Or+AOc-amento (+ACQ-),Ator Principal,Ator Principal Ganhou Oscar?,Avalia+AOcA4w-o IMDB,Filme Ganhou Oscar,Agradou ?
17,2117,2117,Nineteen Eighty+AC0-Four,1984,Drama,Sci+AC0-Fi,?,113,Michael+AF8-Radford,No,UK,?,John+AF8-Hurt,No,7.2,No,Sim
17,2046,2046,Flight of the Navigator,1986,Family,Adventure,?,90,Randal+AF8-Kleiser,No,USA,9000000,Joey+AF8-Cramer,No,6.9,No,Sim
17,2985,2985,Robocop,1987,Sci+AC0-Fi,Action,14,102,Paul+AF8-Verhoeven,No,USA,13000000,Peter+AF8-Weller,No,7.5,No,Sim
19,2987,2987,Who Framed Roger Rabbit,1988,Animation,Adventure,10,104,Robert+AF8-Zemeckis,Yes,USA,70000000,?,?,7.7,Yes,Sim
19,2989,2989,For Your Eyes Only,1981,Action,?,12,127,John+AF8-Glen,No,UK,28000000,Roger+AF8-Moore,No,6.8,No,Sim
19,3421,3421,Animal House,1978,Comedy,?,?,109,John+AF8-Landis,No,USA,3000000,John+AF8-Belushi,No,7.6,No,N+AOM-o
19,2622,2622,Midsummer Night's Dream,1999,Comedy,Fantasy,Rated PG+AC0-13 for some sexual content,116,Michael+AF8-Hoffman,No,UK,11000000,Kevin+AF8-Kline,Yes,6.5,No,Sim
19,648,648,Mission: Impossible,1996,Action,Adventure,Livre,110,Brian+AF8-De+AF8-Palma,No,USA,80000000,Tom+AF8-Cruise,No,7.1,No,N+AOM-o
19,2628,2628,Star Wars: Episode I +AC0- The Phantom Menace,1999,Sci+AC0-Fi,Action,Livre,136,George+AF8-Lucas,No,USA,115000000,Ewan+AF8-McGregor,No,6.5,No,N+AOM-o
19,1753,1753,Half Baked,1998,Comedy,?,Rated R for pervasive drug content language nudity and sexual material,82,Tamra+AF8-Davis,No,USA,8000000,Dave+AF8-Chappelle,No,6.7,No,N+AOM-o
19,1682,1682,Truman Show,1998,Drama,?,12,103,Peter+AF8-Weir,No,USA,60000000,Jim+AF8-Carrey,No,8.1,No,Sim
19,1756,1756,Prophecy II,1998,Horror,Thriller,Rated R for strong violence and gore and a strong sex scene,87,Greg+AF8-Spence,No,USA,?,Christopher+AF8-Walken,Yes,5.8,No,Sim
19,3930,3930,Creature From the Black Lagoon,1954,Horror,?,Livre,79,Jack+AF8-Arnold,No,USA,?,Richard+AF8-Carlson,No,7.0,No,N+AOM-o
19,1321,1321,American Werewolf in London,1981,Horror,?,12,97,John+AF8-Landis,No,UK,10000000,David+AF8-Naughton,No,7.6,Yes,Sim
19,3863,3863,Cell,2000,Sci+AC0-Fi,Thriller,16,107,Tarsem+AF8-Singh+AF8-(as+AF8-Tarsem),No,USA,33000000,Jennifer+AF8-Lopez,No,6.3,No,Sim
19,2990,2990,Licence to Kill,1989,Action,?,12,133,John+AF8-Glen,No,UK,32000000,Timothy+AF8-Dalton,No,6.6,No,N+AOM-o
19,3793,3793,X+AC0-Men,2000,Sci+AC0-Fi,Action,12,104,Bryan+AF8-Singer,No,USA,75000000,Patrick+AF8-Stewart,No,7.4,No,Sim
19,2991,2991,Live and Let Die,1973,Action,?,Livre,121,Guy+AF8-Hamilton,No,UK,7000000,Roger+AF8-Moore,No,6.8,No,Sim
19,720,720,Wallace +ACY- Gromit: The Best of Aardman Animation,1996,Animation,?,?,75,Nick+AF8-Park,No,UK,?,?,?,8.6,No,Sim
19,2993,2993,Thunderball,1965,Action,?,12,130,Terence+AF8-Young,No,UK,9000000,Sean+AF8-Connery,Yes,7.0,Yes,Sim
19,1327,1327,Amityville Horror,1979,Horror,?,?,117,Stuart+AF8-Rosenberg,No,USA,4700000,James+AF8-Brolin,No,6.2,No,N+AOM-o
19,1258,1258,Shining,1980,Horror,?,14,144,Stanley+AF8-Kubrick,No,UK,19000000,Jack+AF8-Nicholson,Yes,8.4,No,Sim
19,2700,2700,South Park: Bigger,1999,Animation,Comedy,14,81,Trey+AF8-Parker,No,USA,21000000,?,?,7.8,No,Sim
19,1259,1259,Stand by Me,1986,Drama,Comedy,12,89,Rob+AF8-Reiner,No,USA,8000000,Wil+AF8-Wheaton,No,8.1,No,Sim
19,1188,1188,Strictly Ballroom,1992,Comedy,Romance,Livre,94,Baz+AF8-Luhrmann,No,Australia,?,Paul+AF8-Mercurio,No,7.2,No,Sim
19,2633,2633,Mummy,1932,Horror,Romance,12,73,Karl+AF8-Freund,No,USA,196000,Boris+AF8-Karloff,No,7.2,No,N+AOM-o
19,2707,2707,Arlington Road,1999,Thriller,?,Rated R for violence and some language,117,Mark+AF8-Pellington,No,USA,31000000,Jeff+AF8-Bridges,Yes,7.2,No,Sim
19,2490,2490,Payback,1999,Action,Thriller,Rated R for strong violence language and drug and sexual content,100,Brian+AF8-Helgeland,No,USA,90000000,Mel+AF8-Gibson,No,7.1,No,N+AOM-o
19,588,588,Aladdin,1992,Animation,Family,Livre,90,Ron+AF8-Clements,No,USA,28000000,?,?,8.0,YesN,Sim
19,589,589,Terminator 2: Judgment Day,1991,Sci+AC0-Fi,Action,14,137,James+AF8-Cameron,Yes,USA,102000000,Arnold+AF8-Schwarzenegger,No,8.5,Yes,Sim
19,2638,2638,Mummy's Tomb,1942,Horror,?,?,60,Harold+AF8-Young,No,USA,?,Dick+AF8-Foran,No,5.7,No,Sim
19,1909,1909,X+AC0-Files: Fight the Future,1998,Sci+AC0-Fi,Thriller,?,27,?,No,USA,?,Mitch+AF8-Pileggi,No,7.1,No,Sim
19,2568,2568,Mod Squad,1999,Action,Crime,Rated R for language violence and some sexuality,92,Scott+AF8-Silver,No,USA,50000000,Claire+AF8-Danes,No,4.2,No,N+AOM-o
19,223,223,Clerks,1994,Comedy,?,Rated R on appeal for extensive use of extremely explicit sex+AC0-related dialogue,92,Kevin+AF8-Smith,No,USA,230000,Brian+AF8-O'Halloran,No,7.8,No,Sim
19,1,1,Toy Story,1995,Animation,Family,Livre,81,John+AF8-Lasseter,No,USA,30000000,?,?,8.3,No,Sim
19,3948,3948,Meet the Parents,2000,Comedy,?,12,108,Jay+AF8-Roach,No,USA,55000000,Ben+AF8-Stiller,No,7.0,No,Sim
19,1407,1407,Scream,1996,Horror,Thriller,12,111,Wes+AF8-Craven,No,USA,14000000,Neve+AF8-Campbell,No,7.2,No,Sim
19,1334,1334,Blob,1958,Horror,Sci+AC0-Fi,?,86,Irvin+AF8-S.+AF8-Yeaworth+AF8-Jr.,No,USA,240000,Steve+AF8-McQueen,No,6.4,No,N+AOM-o
19,1261,1261,Evil Dead II,1987,Horror,Comedy,16,84,Sam+AF8-Raimi,No,USA,3600000,Bruce+AF8-Campbell,No,7.8,No,Sim
19,2137,2137,Charlotte's Web,1973,Animation,Family,?,94,Charles+AF8-A.+AF8-Nichols+AF8-(as+AF8-Charles+AF8-Nichols),No,USA,?,?,?,6.9,No,N+AOM-o
19,2064,2064,Roger +ACY- Me,1989,Comedy,Documentary,?,91,Michael+AF8-Moore,No,USA,160000,Michael+AF8-Moore,No,7.5,No,N+AOM-o
19,1262,1262,Great Escape,1963,Adventure,War,12,172,John+AF8-Sturges,No,USA,4000000,Steve+AF8-McQueen,No,8.2,No,N+AOM-o
19,2139,2139,Secret of NIMH,1982,Animation,Family,Livre,82,Don+AF8-Bluth,No,USA,7000000,?,?,7.6,No,Sim
19,1265,1265,Groundhog Day,1993,Comedy,Romance,Livre,101,Harold+AF8-Ramis,No,USA,14600000,Bill+AF8-Murray,No,8.0,No,Sim
19,1339,1339,Bram Stoker's Dracula,1992,Horror,Romance,14,128,Francis+AF8-Ford+AF8-Coppola,Yes,USA,40000000,Gary+AF8-Oldman,No,7.5,Yes,Sim
19,1193,1193,One Flew Over the Cuckoo's Nest,1975,Drama,?,14,133,Milos+AF8-Forman,Yes,USA,4400000,Jack+AF8-Nicholson,Yes,8.7,Yes,Sim
19,733,733,Rock,1996,Action,Adventure,16,136,Michael+AF8-Bay,No,USA,75000000,Sean+AF8-Connery,Yes,7.4,No,Sim
19,3510,3510,Frequency,2000,Drama,Thriller,12,118,Gregory+AF8-Hoblit,No,USA,31000000,Dennis+AF8-Quaid,No,7.4,No,Sim
19,2710,2710,Blair Witch Project,1999,Horror,?,14,81,Daniel+AF8-Myrick,No,USA,60000,Heather+AF8-Donahue,No,6.4,No,N+AOM-o
19,1196,1196,Star Wars: Episode V +AC0- The Empire Strikes Back,1980,Drama,Sci+AC0-Fi,Livre,124,Irvin+AF8-Kershner,No,USA,18000000,Mark+AF8-Hamill,No,8.8,Yes,Sim
19,1197,1197,Princess Bride,1987,Comedy,Romance,Livre,98,Rob+AF8-Reiner,No,USA,16000000,Cary+AF8-Elwes,No,8.1,No,Sim
19,1198,1198,Raiders of the Lost Ark,1981,Action,Adventure,Livre,115,Steven+AF8-Spielberg,Yes,USA,18000000,Harrison+AF8-Ford,No,8.5,Yes,Sim
19,2713,2713,Lake Placid,1999,Horror,Thriller,Rated R for violent creature attacks and related gore and for language,82,Steve+AF8-Miner,No,USA,35000000,Bridget+AF8-Fonda,No,5.6,No,N+AOM-o
19,2640,2640,Superman,1978,Sci+AC0-Fi,Action,Livre,143,Richard+AF8-Donner,No,USA,55000000,Christopher+AF8-Reeve,No,7.3,No,N+AOM-o
19,1911,1911,Doctor Dolittle,1998,Comedy,?,Livre,85,Betty+AF8-Thomas,No,USA,71500000,Eddie+AF8-Murphy,No,5.3,No,N+AOM-o
19,592,592,Batman,1989,Drama,Action,12,126,Tim+AF8-Burton,No,USA,35000000,Michael+AF8-Keaton,No,7.6,Yes,Sim
19,593,593,Silence of the Lambs,1991,Drama,Thriller,14,118,Jonathan+AF8-Demme,Yes,USA,19000000,Jodie+AF8-Foster,Yes,8.6,Yes,Sim
19,594,594,Snow White and the Seven Dwarfs,1937,Animation,Family,Livre,83,William+AF8-Cottrell,No,USA,2000000,?,?,7.6,No,N+AOM-o
19,2716,2716,Ghostbusters,1984,Horror,Comedy,Livre,105,Ivan+AF8-Reitman,No,USA,30000000,Bill+AF8-Murray,No,7.8,No,Sim
19,595,595,Beauty and the Beast,1991,Animation,Family,Livre,84,Gary+AF8-Trousdale,No,USA,25000000,?,?,8.0,Yes,N+AOM-o
19,2717,2717,Ghostbusters II,1989,Horror,Comedy,Livre,108,Ivan+AF8-Reitman,No,USA,37000000,Bill+AF8-Murray,No,6.5,No,Sim
19,2644,2644,Dracula,1931,Horror,?,12,75,Tod+AF8-Browning,No,USA,355000,Bela+AF8-Lugosi,No,7.6,No,Sim
19,2571,2571,Matrix,1999,Sci+AC0-Fi,Action,12,136,Lana+AF8-Wachowski+AF8-(as+AF8-The+AF8-Wachowski+AF8-Brothers),No,USA,63000000,Keanu+AF8-Reeves,No,8.7,Yes,Sim
19,596,596,Pinocchio,1940,Animation,Family,Livre,88,Norman+AF8-Ferguson,No,USA,2600000,?,?,7.5,Yes,Sim
19,2719,2719,Haunting,1999,Horror,Thriller,Rated PG+AC0-13 for intense horror sequences,113,Jan+AF8-de+AF8-Bont,No,USA,80000000,Liam+AF8-Neeson,No,4.9,No,N+AOM-o
19,2646,2646,House of Dracula,1945,Horror,?,10,67,Erle+AF8-C.+AF8-Kenton,No,USA,?,Onslow+AF8-Stevens,No,5.8,No,N+AOM-o
19,2647,2647,House of Frankenstein,1944,Horror,?,Livre,71,Erle+AF8-C.+AF8-Kenton,No,USA,?,Boris+AF8-Karloff,No,6.3,No,N+AOM-o
19,2574,2574,Out+AC0-of+AC0-Towners,1999,Comedy,?,Rated PG+AC0-13 for some sex and drug+AC0-related humor,90,Sam+AF8-Weisman,No,USA,75000000,Steve+AF8-Martin,No,5.3,No,N+AOM-o
19,1918,1918,Lethal Weapon 4,1998,Drama,Action,Rated R for violence and language,127,Richard+AF8-Donner,No,USA,140000000,Mel+AF8-Gibson,No,6.6,No,Sim
19,1772,1772,Blues Brothers 2000,1998,Comedy,Action,Livre,123,John+AF8-Landis,No,USA,28000000,Dan+AF8-Aykroyd,No,4.8,No,Sim
19,2648,2648,Frankenstein,1931,Horror,?,12,70,James+AF8-Whale,No,USA,291000,Colin+AF8-Clive,No,7.9,No,Sim
19,2649,2649,Son of Frankenstein,1939,Horror,?,Livre,99,Rowland+AF8-V.+AF8-Lee,No,USA,?,Boris+AF8-Karloff,No,7.2,No,N+AOM-o
19,165,165,Die Hard: With a Vengeance,1995,Action,Thriller,14,128,John+AF8-McTiernan,No,USA,90000000,Bruce+AF8-Willis,No,7.6,No,Sim
19,1340,1340,Bride of Frankenstein,1935,Horror,?,Livre,75,James+AF8-Whale,No,USA,397024,Boris+AF8-Karloff,No,7.9,No,N+AOM-o
19,1270,1270,Back to the Future,1985,Sci+AC0-Fi,Comedy,Livre,116,Robert+AF8-Zemeckis,Yes,USA,19000000,Michael+AF8-J.+AF8-Fox,No,8.5,Yes,Sim
19,1345,1345,Carrie,1976,Horror,?,16,98,Brian+AF8-De+AF8-Palma,No,USA,1800000,Sissy+AF8-Spacek,Yes,7.4,No,N+AOM-o
19,741,741,Ghost in the Shell,1995,Animation,Sci+AC0-Fi,14,83,Mamoru+AF8-Oshii,No,Japan,?,?,?,8.0,No,N+AOM-o
19,3889,3889,Highlander: Endgame,2000,Action,Adventure,Rated R for bloody violence some strong sexuality and language,87,Douglas+AF8-Aarniokoski,No,USA,25000000,Christopher+AF8-Lambert,No,4.6,No,N+AOM-o
19,1275,1275,Highlander,1986,Action,Adventure,14,116,Russell+AF8-Mulcahy,No,UK,16000000,Christopher+AF8-Lambert,No,7.2,No,Sim
19,2078,2078,Jungle Book,1967,Animation,Family,Livre,78,Wolfgang+AF8-Reitherman,No,USA,4000000,?,?,7.6,No,Sim
19,1277,1277,Cyrano de Bergerac,1990,Drama,Romance,?,137,Jean+AC0-Paul+AF8-Rappeneau,No,France,?,Gerard+AF8-Depardieu,No,7.6,Yes,Sim
19,1278,1278,Young Frankenstein,1974,Horror,Comedy,Livre,106,Mel+AF8-Brooks,No,USA,2800000,Gene+AF8-Wilder,No,8.0,No,Sim
19,2720,2720,Inspector Gadget,1999,Family,Adventure,Livre,78,David+AF8-Kellogg,No,USA,90000000,Matthew+AF8-Broderick,No,4.1,No,N+AOM-o
19,3527,3527,Predator,1987,Sci+AC0-Fi,Action,16,107,John+AF8-McTiernan,No,USA,15000000,Arnold+AF8-Schwarzenegger,No,7.8,No,Sim
19,2653,2653,Son of Dracula,1943,Horror,?,10,80,Robert+AF8-Siodmak,No,USA,?,Lon+AF8-Chaney+AF8-Jr.,No,6.2,No,N+AOM-o
19,318,318,Shawshank Redemption,1994,Drama,?,16,142,Frank+AF8-Darabont,No,USA,25000000,Tim+AF8-Robbins,Yes,9.3,No,Sim
19,1350,1350,Omen,1976,Horror,?,16,111,Richard+AF8-Donner,No,UK,2800000,Gregory+AF8-Peck,Yes,7.6,Yes,Sim
19,2080,2080,Lady and the Tramp,1955,Animation,Family,?,76,Clyde+AF8-Geronimi,No,USA,4000000,?,?,7.3,No,Sim
19,2081,2081,Little Mermaid,1989,Animation,Family,Livre,83,Ron+AF8-Clements,No,USA,40000000,?,?,7.6,Yes,N+AOM-o
19,1282,1282,Fantasia,1940,Animation,Family,Livre,124,James+AF8-Algar+AF8-(uncredited),No,USA,2280000,?,?,7.8,No,N+AOM-o
19,2085,2085,101 Dalmatians,1961,Animation,Family,Livre,79,Clyde+AF8-Geronimi,No,USA,4000000,?,?,7.2,No,Sim
19,1356,1356,Star Trek: First Contact,1996,Sci+AC0-Fi,Action,Livre,111,Jonathan+AF8-Frakes,No,USA,45000000,Patrick+AF8-Stewart,No,7.6,No,Sim
19,2087,2087,Peter Pan,1953,Animation,Family,Livre,77,Clyde+AF8-Geronimi,No,USA,4000000,?,?,7.3,No,Sim
19,2089,2089,Rescuers Down Under,1990,Animation,Family,?,77,Hendel+AF8-Butoy,No,USA,30000000,?,?,6.9,No,N+AOM-o
19,3461,3461,Lord of the Flies,1963,Drama,Thriller,?,92,Peter+AF8-Brook,No,UK,250000,James+AF8-Aubrey,No,7.0,No,Sim
19,2662,2662,War of the Worlds,1953,Sci+AC0-Fi,Action,?,85,Byron+AF8-Haskin,No,USA,2000000,Gene+AF8-Barry,No,7.1,Yes,N+AOM-o
19,1792,1792,U.S. Marshalls,1998,Action,Thriller,14,131,Stuart+AF8-Baird,No,USA,60000000,Tommy+AF8-Lee+AF8-Jones,Yes,6.5,No,N+AOM-o
19,2599,2599,Election,1999,Comedy,?,Rated R for strong sexuality sex+AC0-related dialogue and language and a scene of drug use,103,Alexander+AF8-Payne,No,USA,25000000,Matthew+AF8-Broderick,No,7.3,No,Sim
19,329,329,Star Trek: Generations,1994,Sci+AC0-Fi,Action,Livre,118,David+AF8-Carson,No,USA,35000000,Patrick+AF8-Stewart,No,6.6,No,Sim
19,2160,2160,Rosemary's Baby,1968,Horror,Thriller,14,137,Roman+AF8-Polanski,Yes,USA,2300000,Mia+AF8-Farrow,No,8.0,Yes,N+AOM-o
19,1431,1431,Beverly Hills Ninja,1997,Comedy,Action,Rated PG+AC0-13 for sex related humor martial arts violence and a humerous drug related scene,88,Dennis+AF8-Dugan,No,USA,?,Chris+AF8-Farley,No,5.5,No,N+AOM-o
19,1291,1291,Indiana Jones and the Last Crusade,1989,Action,Adventure,Livre,127,Steven+AF8-Spielberg,Yes,USA,48000000,Harrison+AF8-Ford,No,8.3,Yes,Sim
19,2094,2094,Rocketeer,1991,Sci+AC0-Fi,Action,?,108,Joe+AF8-Johnston,No,USA,35000000,Billy+AF8-Campbell,No,6.4,No,N+AOM-o
19,2096,2096,Sleeping Beauty,1959,Animation,Family,Livre,75,Clyde+AF8-Geronimi,No,USA,6000000,?,?,7.3,No,N+AOM-o
19,3471,3471,Close Encounters of the Third Kind,1977,Drama,Sci+AC0-Fi,Livre,132,Steven+AF8-Spielberg,Yes,USA,20000000,Richard+AF8-Dreyfuss,Yes,7.7,Yes,N+AOM-o
19,2746,2746,Little Shop of Horrors,1986,Horror,Comedy,Rated PG+AC0-13 for mature thematic material including comic horror violence substance abuse language and sex references,94,Frank+AF8-Oz,No,USA,25000000,Rick+AF8-Moranis,No,6.9,No,Sim
19,330,330,Tales from the Hood,1995,Horror,Comedy,Rated R for graphic brutal violence and strong language,98,Rusty+AF8-Cundieff,No,USA,6000000,Clarence+AF8-Williams+AF8-III,No,6.2,No,Sim
19,405,405,Highlander III: The Sorcerer,1994,Sci+AC0-Fi,Action,Rated PG+AC0-13 for strong adventure violence and some sensuality,99,Andrew+AF8-Morahan,No,Canada,26000000,Christopher+AF8-Lambert,No,4.3,No,N+AOM-o
19,10,10,GoldenEye,1995,Action,Adventure,12,130,Martin+AF8-Campbell,No,UK,60000000,Pierce+AF8-Brosnan,No,7.2,No,Sim
19,260,260,Star Wars: Episode IV +AC0- A New Hope,1977,Sci+AC0-Fi,Action,10,121,George+AF8-Lucas,No,USA,11000000,Mark+AF8-Hamill,No,8.7,Yes,N+AOM-o
19,3114,3114,Toy Story 2,1999,Animation,Family,Livre,92,John+AF8-Lasseter,No,USA,90000000,?,?,7.9,No,Sim
19,17,17,Sense and Sensibility,1995,Drama,Romance,Livre,136,Ang+AF8-Lee,Yes,USA,16000000,Emma+AF8-Thompson,Yes,7.7,Yes,Sim
19,1370,1370,Die Hard 2,1990,Action,Thriller,14,124,Renny+AF8-Harlin,No,USA,70000000,Bruce+AF8-Willis,No,7.1,No,Sim
19,1371,1371,Star Trek: The Motion Picture,1979,Sci+AC0-Fi,Action,Livre,132,Robert+AF8-Wise,Yes,USA,35000000,William+AF8-Shatner,No,6.4,No,N+AOM-o
19,198,198,Strange Days,1995,Sci+AC0-Fi,Action,14,145,Kathryn+AF8-Bigelow,Yes,USA,42000000,Ralph+AF8-Fiennes,No,7.2,No,N+AOM-o
19,1372,1372,Star Trek VI: The Undiscovered Country,1991,Sci+AC0-Fi,Action,Livre,113,Nicholas+AF8-Meyer,No,USA,30000000,William+AF8-Shatner,No,7.2,No,Sim
19,1373,1373,Star Trek V: The Final Frontier,1989,Sci+AC0-Fi,Action,Livre,107,William+AF8-Shatner,No,USA,27800000,William+AF8-Shatner,No,5.4,No,N+AOM-o
19,1374,1374,Star Trek: The Wrath of Khan,1982,Sci+AC0-Fi,Action,Livre,113,Nicholas+AF8-Meyer,No,USA,11200000,William+AF8-Shatner,No,7.7,No,Sim
19,1375,1375,Star Trek III: The Search for Spock,1984,Sci+AC0-Fi,Action,Livre,105,Leonard+AF8-Nimoy,No,USA,17000000,William+AF8-Shatner,No,6.6,No,N+AOM-o
19,842,842,Tales from the Crypt Presents: Bordello of Blood,1996,Horror,?,Rated R for horror violence and gore sexuality nudity and strong language,87,Gilbert+AF8-Adler,No,USA,13000000,Dennis+AF8-Miller,No,5.3,No,N+AOM-o
19,1376,1376,Star Trek IV: The Voyage Home,1986,Sci+AC0-Fi,Action,Livre,119,Leonard+AF8-Nimoy,No,USA,25000000,William+AF8-Shatner,No,7.3,No,N+AOM-o
19,3623,3623,Mission: Impossible 2,2000,Action,Thriller,14,123,John+AF8-Woo,No,USA,125000000,Tom+AF8-Cruise,No,6.1,No,N+AOM-o
19,919,919,Wizard of Oz,1939,Family,Adventure,Livre,102,Victor+AF8-Fleming,Yes,USA,2800000,Judy+AF8-Garland,Yes,8.1,Yes,Sim
19,3624,3624,Shanghai Noon,2000,Action,?,12,110,Tom+AF8-Dey,No,USA,55000000,Jackie+AF8-Chan,No,6.6,No,Sim
19,3552,3552,Caddyshack,1980,Comedy,?,?,98,Harold+AF8-Ramis,No,USA,6000000,Chevy+AF8-Chase,No,7.3,No,N+AOM-o
19,2683,2683,Austin Powers: The Spy Who Shagged Me,1999,Comedy,?,Rated PG+AC0-13 for sexual innuendo and crude humor,95,Jay+AF8-Roach,No,USA,33000000,Mike+AF8-Myers,No,6.6,No,Sim
19,2687,2687,Tarzan,1999,Animation,Family,Livre,88,Chris+AF8-Buck,No,USA,130000000,?,?,7.2,Yes,Sim
19,2321,2321,Pleasantville,1998,Comedy,?,Rated PG+AC0-13 for some thematic elements emphasizing sexuality and for language,124,Gary+AF8-Ross,No,USA,40000000,Tobey+AF8-Maguire,No,7.5,No,Sim
19,2324,2324,Life Is Beautiful,1997,Drama,Comedy,Livre,116,Roberto+AF8-Benigni,No,Italy,20000000,Roberto+AF8-Benigni,Yes,8.6,Yes,Sim
19,1527,1527,Fifth Element,1997,Sci+AC0-Fi,Action,Livre,126,Luc+AF8-Besson,No,France,93000000,Bruce+AF8-Willis,No,7.7,No,N+AOM-o
19,3701,3701,Alien Nation,1988,Drama,Sci+AC0-Fi,?,91,Graham+AF8-Baker,No,USA,16000000,James+AF8-Caan,No,6.3,No,N+AOM-o
19,1387,1387,Jaws,1975,Horror,Action,14,124,Steven+AF8-Spielberg,Yes,USA,8000000,Roy+AF8-Scheider,No,8.0,Yes,Sim
19,3633,3633,On Her Majesty's Secret Service,1969,Action,?,12,142,Peter+AF8-R.+AF8-Hunt+AF8-(as+AF8-Peter+AF8-Hunt),No,UK,7000000,George+AF8-Lazenby,No,6.8,No,Sim
19,3635,3635,Spy Who Loved Me,1977,Action,?,12,125,Lewis+AF8-Gilbert,No,UK,14000000,Roger+AF8-Moore,No,7.1,No,Sim
19,858,858,Godfather,1972,Drama,Action,14,175,Francis+AF8-Ford+AF8-Coppola,Yes,USA,6000000,Marlon+AF8-Brando,Yes,9.2,Yes,Sim
19,785,785,Kingpin,1996,Comedy,?,Rated PG+AC0-13 for crude sex+AC0-related humor and a drug scene,113,Bobby+AF8-Farrelly,No,USA,27000000,Woody+AF8-Harrelson,No,6.9,No,Sim
19,2761,2761,Iron Giant,1999,Animation,Family,Rated PG for fantasy action violence language some thematic material and smoking,86,Brad+AF8-Bird,No,USA,70000000,?,?,8.0,No,N+AOM-o
19,1022,1022,Cinderella,1950,Animation,Family,Livre,74,Clyde+AF8-Geronimi,No,USA,2900000,?,?,7.3,No,N+AOM-o
19,2762,2762,Sixth Sense,1999,Thriller,?,12,107,M.+AF8-Night+AF8-Shyamalan,No,USA,40000000,Bruce+AF8-Willis,No,8.1,No,Sim
19,3638,3638,Moonraker,1979,Sci+AC0-Fi,Action,12,126,Lewis+AF8-Gilbert,No,UK,34000000,Roger+AF8-Moore,No,6.3,No,Sim
19,2836,2836,Outside Providence,1999,Comedy,?,Rated R for pervasive teen drug use and strong language including sexual references,96,Michael+AF8-Corrente,No,USA,7000000,Shawn+AF8-Hatosy,No,6.4,No,Sim
19,1961,1961,Rain Man,1988,Drama,?,Livre,133,Barry+AF8-Levinson,Yes,USA,25000000,Dustin+AF8-Hoffman,Yes,8.0,Yes,Sim
19,3639,3639,Man with the Golden Gun,1974,Action,?,12,125,Guy+AF8-Hamilton,No,UK,13000000,Roger+AF8-Moore,No,6.8,No,Sim
19,1025,1025,Sword in the Stone,1963,Animation,Family,?,79,Wolfgang+AF8-Reitherman,No,USA,?,?,?,7.2,No,N+AOM-o
19,2692,2692,Run Lola Run,1998,Action,Crime,12,81,Tom+AF8-Tykwer,No,Germany,?,Franka+AF8-Potente,No,7.8,No,Sim
19,420,420,Beverly Hills Cop III,1994,Comedy,Action,12,104,John+AF8-Landis,No,USA,55000000,Eddie+AF8-Murphy,No,5.5,No,Sim
19,2694,2694,Big Daddy,1999,Comedy,?,Livre,93,Dennis+AF8-Dugan,No,USA,34200000,Adam+AF8-Sandler,No,6.4,No,Sim
19,1029,1029,Dumbo,1941,Animation,Family,Livre,64,Samuel+AF8-Armstrong+AF8-(as+AF8-Sam+AF8-Armstrong),No,USA,950000,?,?,7.3,Yes,Sim
19,2699,2699,Arachnophobia,1990,Sci+AC0-Fi,Action,?,103,Frank+AF8-Marshall,No,USA,31000000,Jeff+AF8-Daniels,No,6.4,No,N+AOM-o
19,32,32,Twelve Monkeys,1995,Drama,Sci+AC0-Fi,14,129,Terry+AF8-Gilliam,No,USA,29000001,Bruce+AF8-Willis,No,8.0,No,Sim
19,356,356,Forrest Gump,1994,Comedy,Romance,14,142,Robert+AF8-Zemeckis,Yes,USA,55000000,Tom+AF8-Hanks,Yes,8.8,Yes,Sim
19,34,34,Babe,1995,Family,Comedy,Livre,91,Chris+AF8-Noonan,No,Australia,30000000,James+AF8-Cromwell,No,6.8,Yes,N+AOM-o
19,3208,3208,Loaded Weapon 1,1993,Comedy,Action,Rated PG+AC0-13 for ribald humor and drug references,84,Gene+AF8-Quintano,No,USA,8200000,Emilio+AF8-Estevez,No,6.1,No,N+AOM-o
19,2336,2336,Elizabeth,1998,Drama,?,16,124,Shekhar+AF8-Kapur,No,UK,30000000,Cate+AF8-Blanchett,Yes,7.5,Yes,N+AOM-o
19,1608,1608,Air Force One,1997,Action,Thriller,14,124,Wolfgang+AF8-Petersen,No,USA,85000000,Harrison+AF8-Ford,No,6.4,No,N+AOM-o
19,2338,2338,I Still Know What You Did Last Summer,1998,Horror,Thriller,18,100,Danny+AF8-Cannon,No,USA,24000000,Jennifer+AF8-Love+AF8-Hewitt,No,4.6,No,N+AOM-o
19,2195,2195,Dirty Work,1998,Comedy,?,Rated PG+AC0-13 for crude sexual humor and language,82,Bob+AF8-Saget,No,Canada,13000000,Norm+AF8-MacDonald,No,6.4,No,N+AOM-o
19,2841,2841,Stir of Echoes,1999,Thriller,?,14,99,David+AF8-Koepp,No,USA,12000000,Kevin+AF8-Bacon,No,7.0,No,Sim
19,3717,3717,Gone in 60 Seconds,2000,Action,Crime,14,118,Dominic+AF8-Sena,No,USA,90000000,Nicolas+AF8-Cage,Yes,6.5,No,Sim
